"sivil_status","bosted","antall_barn","kjonn","landsdel","utdannelse","fodselar","interess_i_politikk","sosial_tillit","lifs_tifredshet","endring_i_tygghet","tillit_til_politikere","tillit_til_media","inntekt","politisk_orientering","har_barn","alder"
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Videregaende skole","1940-1949","Ikke spurt",7,"Tilfreds","Ikke spurt","I stor grad","I stor grad",4,6,"NA",70
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1990 eller senere","Noe interessert",6,"Tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",4,6,"har ikke barn",20
"Samboer","Ikke spurt","1","mann","Oslo","Hogskole/Universitet","1980-1989","Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,3,"har barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1950-1959","Ikke spurt",9,"Noe tilfreds","Ikke spurt","I stor grad","I stor grad",1,2,"NA",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1960-1969","Ikke spurt",8,"Tilfreds","Ikke spurt","I liten grad","I noen grad",7,5,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Videregaende skole","1960-1969","Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,6,"har ikke barn",50
"Singel","Ikke spurt","2","mann","Ostlandet","Hogskole/Universitet","1970-1979","Svært Interessert",5,"Tilfreds","Noe mer utrygt","I liten grad","I noen grad",6,8,"har barn",40
"Singel","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1960-1969","Noe interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,1,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","3","mann","Nord-Norge","Hogskole/Universitet","1980-1989","Noe interessert",6,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,5,"har barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Sorlandet","Hogskole/Universitet","1960-1969","Ikke spurt",8,"Lite tilfreds","Ikke spurt","I liten grad","I noen grad",3,5,"NA",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Ikke svart","1980-1989","Ikke spurt",8,"Svært tilfreds","Ikke spurt","I stor grad","I stor grad",4,7,"NA",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",5,2,"har ikke barn",50
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1990 eller senere","Noe interessert",5,"Noe tilfreds","Noe mer utrygt","I liten grad","I stor grad",4,5,"har ikke barn",20
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Trondelag","Ingen utdanning/grunnskole","1940-1949","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",3,2,"har ikke barn",70
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",4,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",4,5,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Ikke spurt",7,"Noe tilfreds","Ikke spurt","I liten grad","I stor grad",4,5,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Oslo","Hogskole/Universitet","1970-1979","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",8,2,"har barn",40
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1990 eller senere","Interessert",3,"Tilfreds","Ingen endring i tryggheten","I noen grad","I svært stor grad",1,1,"har ikke barn",20
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Ingen utdanning/grunnskole","1960-1969","Interessert",5,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",7,2,"har ikke barn",50
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Svært Interessert",7,"Tilfreds","Noe mer utrygt","I stor grad","I stor grad",3,2,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1939 eller tidligere","Svært Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I svært stor grad","I stor grad",4,6,"har ikke barn",80
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I svært stor grad",4,2,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","2","kvinne","Vestlandet","Videregaende skole","1970-1979","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,8,"har barn",40
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","1","kvinne","Ostlandet","Ingen utdanning/grunnskole","1990 eller senere","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I svært stor grad","I stor grad",3,5,"har barn",20
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1960-1969","Noe interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,3,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",3,7,"har ikke barn",70
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","1","kvinne","Trondelag","Hogskole/Universitet","1970-1979","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,3,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Ingen utdanning/grunnskole","1950-1959","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,1,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1990 eller senere","Ikke spurt",8,"Svært tilfreds","Ikke spurt","I noen grad","I noen grad",7,5,"NA",20
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1950-1959","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I liten grad","Ikke i det hele tatt",4,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Hogskole/Universitet","1960-1969","Noe interessert",8,"Tilfreds","Noe tryggere","I noen grad","I noen grad",7,8,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,4,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","1","kvinne","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",4,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,4,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Nord-Norge","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,3,"har barn",50
"Samboer","Ikke spurt","2","kvinne","Sorlandet","Hogskole/Universitet","1980-1989","Svært Interessert",7,"Tilfreds","Noe mer utrygt","I liten grad","I liten grad",6,2,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Ostlandet","Hogskole/Universitet","1980-1989","Interessert",4,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,6,"har barn",30
"Singel","Ikke spurt","1","kvinne","Trondelag","Hogskole/Universitet","1980-1989","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,4,"har barn",30
"Kjæreste/Særbo","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1990 eller senere","Interessert",4,"Tilfreds","Noe tryggere","I noen grad","I noen grad",6,4,"har ikke barn",20
"Gift/juridisk registrert partner","Ikke spurt","3","kvinne","Ostlandet","Hogskole/Universitet","1980-1989","Interessert",8,"Tilfreds","Noe mer utrygt","I stor grad","I noen grad",6,4,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",7,"Lite tilfreds","Noe mer utrygt","I stor grad","I stor grad",5,8,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1940-1949","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,4,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1970-1979","Ikke spurt",8,"Tilfreds","Ikke spurt","I stor grad","I stor grad",6,7,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1960-1969","Interessert",5,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",4,3,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1970-1979","Ikke spurt",7,"Noe tilfreds","Ikke spurt","I noen grad","I noen grad",8,5,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",8,7,"har ikke barn",50
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Sorlandet","Hogskole/Universitet","1950-1959","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1940-1949","Interessert",4,"Tilfreds","Noe mer utrygt","Ikke i det hele tatt","I noen grad",4,7,"har ikke barn",70
"Singel","Ikke spurt","0","kvinne","Ostlandet","Ingen utdanning/grunnskole","1990 eller senere","Noe interessert",5,"Noe tilfreds","Noe mer utrygt","I stor grad","I liten grad",2,6,"har ikke barn",20
"Singel","Ikke spurt","0","kvinne","Nord-Norge","Hogskole/Universitet","1950-1959","Noe interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",4,3,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1950-1959","Ikke spurt",8,"Noe tilfreds","Ikke spurt","I liten grad","Ikke i det hele tatt",7,9,"NA",60
"Kjæreste/Særbo","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1960-1969","Noe interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",3,7,"har ikke barn",50
"Samboer","Ikke spurt","0","kvinne","Trondelag","Hogskole/Universitet","1990 eller senere","Noe interessert",6,"Noe tilfreds","Noe mer utrygt","I noen grad","I stor grad",5,3,"har ikke barn",20
"Gift/juridisk registrert partner","Ikke spurt","3","kvinne","Vestlandet","Hogskole/Universitet","1980-1989","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",5,2,"har barn",30
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",6,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",5,8,"har ikke barn",70
"Enke/enkemann","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,4,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1960-1969","Ikke spurt",9,"Svært tilfreds","Ikke spurt","I stor grad","I stor grad",5,3,"NA",50
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Ikke interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,8,"har ikke barn",60
"Samboer","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1970-1979","Interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,4,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Sorlandet","Hogskole/Universitet","1970-1979","Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",6,1,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",5,8,"har ikke barn",70
"Singel","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Noe interessert",7,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",7,4,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1939 eller tidligere","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",4,2,"har ikke barn",80
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",7,"Noe tilfreds","Noe mer utrygt","Ikke i det hele tatt","I liten grad",6,8,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Videregaende skole","1970-1979","Ikke spurt",8,"Tilfreds","Ikke spurt","I liten grad","I noen grad",6,7,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",2,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",2,2,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Trondelag","Hogskole/Universitet","1970-1979","Ikke spurt",4,"Noe tilfreds","Ikke spurt","I liten grad","I liten grad",2,2,"NA",40
"Enke/enkemann","Ikke spurt","5","kvinne","Ostlandet","Hogskole/Universitet","1940-1949","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",3,6,"har barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1940-1949","Interessert",6,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,5,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,7,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Sorlandet","Videregaende skole","1980-1989","Lite interessert",5,"Noe tilfreds","Mye mer utrygt","I liten grad","I liten grad",5,8,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Noe interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",4,8,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Hogskole/Universitet","1960-1969","Ikke spurt",7,"Lite tilfreds","Ikke spurt","Ikke i det hele tatt","Ikke i det hele tatt",6,4,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Nord-Norge","Hogskole/Universitet","1940-1949","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,3,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Ostlandet","Hogskole/Universitet","1960-1969","Noe interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",8,6,"har barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Videregaende skole","1960-1969","Ikke spurt",5,"Tilfreds","Ikke spurt","I liten grad","Ikke i det hele tatt",5,7,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1950-1959","Svært Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,2,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Videregaende skole","1950-1959","Ikke spurt",6,"Tilfreds","Ikke spurt","I liten grad","I noen grad",6,5,"NA",60
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1960-1969","Noe interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,8,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Sorlandet","Videregaende skole","1970-1979","Svært Interessert",8,"Noe tilfreds","Noe tryggere","I liten grad","I liten grad",2,3,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",7,5,"har ikke barn",50
"Samboer","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",8,7,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1950-1959","Interessert",7,"Svært tilfreds","Noe mer utrygt","I liten grad","I liten grad",4,1,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,7,"har ikke barn",60
"Samboer","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1950-1959","Interessert",8,"Tilfreds","Noe mer utrygt","I noen grad","I stor grad",5,2,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1940-1949","Ikke spurt",7,"Noe tilfreds","Ikke spurt","Ikke i det hele tatt","I liten grad",3,4,"NA",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",1,5,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Svært Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet","1970-1979","Noe interessert",8,"Lite tilfreds","Mye mer utrygt","I noen grad","I noen grad",6,6,"har ikke barn",40
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1950-1959","Noe interessert",3,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,3,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Videregaende skole","1970-1979","Ikke spurt",4,"Tilfreds","Ikke spurt","I liten grad","I noen grad",2,5,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Svært tilfreds","Noe mer utrygt","I noen grad","Ikke svart",7,5,"har ikke barn",50
"Annet","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1970-1979","Interessert",4,"Ikke tilfreds i det hele tatt","Noe mer utrygt","Ikke i det hele tatt","I liten grad",2,5,"har ikke barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Hogskole/Universitet","1940-1949","Ikke spurt",9,"Svært tilfreds","Ikke spurt","I liten grad","I noen grad",4,3,"NA",70
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Hogskole/Universitet","1990 eller senere","Ikke spurt",9,"Svært tilfreds","Ikke spurt","I stor grad","I svært stor grad",4,2,"NA",20
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Ikke spurt",7,"Svært tilfreds","Ikke spurt","I noen grad","I noen grad",8,7,"NA",60
"Singel","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1980-1989","Lite interessert",4,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,3,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Nord-Norge","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,4,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1940-1949","Noe interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,4,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Ikke spurt",7,"Tilfreds","Ikke spurt","I noen grad","I noen grad",3,2,"NA",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Trondelag","Hogskole/Universitet","1950-1959","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,2,"har ikke barn",60
"Enke/enkemann","Ikke spurt","0","mann","Ostlandet","Ingen utdanning/grunnskole","1950-1959","Interessert",1,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",2,4,"har ikke barn",60
"Singel","Ikke spurt","0","kvinne","Trondelag","Hogskole/Universitet","1960-1969","Noe interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,4,"har ikke barn",50
"Samboer","Ikke spurt","2","mann","Vestlandet","Hogskole/Universitet","1970-1979","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",8,7,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Videregaende skole","1940-1949","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",2,8,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Oslo","Videregaende skole","1960-1969","Noe interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,1,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Videregaende skole","1950-1959","Ikke spurt",7,"Tilfreds","Ikke spurt","I noen grad","I noen grad",2,2,"NA",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1960-1969","Noe interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",6,9,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Ingen utdanning/grunnskole","1950-1959","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I liten grad",2,4,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1939 eller tidligere","Interessert",8,"Tilfreds","Noe tryggere","I noen grad","I stor grad",7,7,"har ikke barn",80
"Samboer","Ikke spurt","1","mann","Oslo","Hogskole/Universitet","1990 eller senere","Noe interessert",5,"Noe tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I noen grad",5,2,"har barn",20
"Samboer","Ikke spurt","1","mann","Trondelag","Videregaende skole","1970-1979","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",5,7,"har barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Sorlandet","Hogskole/Universitet","1980-1989","Ikke spurt",8,"Svært tilfreds","Ikke spurt","I noen grad","I noen grad",6,6,"NA",30
"Singel","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1950-1959","Interessert",7,"Noe tilfreds","Noe mer utrygt","I liten grad","I noen grad",2,2,"har ikke barn",60
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1970-1979","Noe interessert",7,"Tilfreds","Noe mer utrygt","I liten grad","I stor grad",6,8,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1940-1949","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",5,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",7,"Tilfreds","Noe mer utrygt","I stor grad","I stor grad",5,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Noe interessert",4,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,7,"har ikke barn",60
"Samboer","Ikke spurt","1","mann","Vestlandet","Videregaende skole","1960-1969","Noe interessert",7,"Tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",6,8,"har barn",50
"Gift/juridisk registrert partner","Ikke spurt","1","kvinne","Oslo","Hogskole/Universitet","1980-1989","Noe interessert",8,"Svært tilfreds","Noe mer utrygt","I stor grad","I stor grad",6,2,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","1","kvinne","Ostlandet","Videregaende skole","1980-1989","Noe interessert",7,"Noe tilfreds","Noe tryggere","I noen grad","I noen grad",2,4,"har barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Ikke spurt",7,"Tilfreds","Ikke spurt","I liten grad","I stor grad",3,6,"NA",60
"Singel","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1960-1969","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,4,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Ikke svart","1990 eller senere","Ikke spurt",8,"Tilfreds","Ikke spurt","I liten grad","I noen grad",6,2,"NA",20
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1960-1969","Noe interessert",6,"Svært tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","Ikke i det hele tatt",3,8,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",3,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,5,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Ikke spurt",6,"Noe tilfreds","Ikke spurt","I liten grad","I noen grad",5,5,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","1","kvinne","Oslo","Hogskole/Universitet","1980-1989","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,6,"har barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Hogskole/Universitet","1950-1959","Ikke spurt",8,"Tilfreds","Ikke spurt","I liten grad","I stor grad",3,5,"NA",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Ostlandet","Hogskole/Universitet","1970-1979","Noe interessert",7,"Noe tilfreds","Noe tryggere","I noen grad","I stor grad",8,4,"har barn",40
"Samboer","Ikke spurt","0","mann","Oslo","Videregaende skole","1990 eller senere","Svært Interessert",6,"Svært tilfreds","Noe tryggere","I stor grad","I stor grad",7,8,"har ikke barn",20
